,feature,class_label
2798,[  95.5   87.5   91.5 ... -107.  -128.  -110. ],dog_bark
2799,[17.  14.  16.5 ... 19.  17.5 21.5],dog_bark
2800,[-58.  -81.5 -75.  ... -48.  -49.  -49. ],dog_bark
2801,[-5689.5 -5945.  -5908.5 ...  3891.5  3861.5  3759.5],engine_idling
2802,[12652.  12671.  12621.5 ... -5034.  -4876.  -4744.5],engine_idling
2803,[ 3650.   3537.   3370.  ... -8369.5 -8354.  -8340. ],engine_idling
2804,[ -4853.5  -5052.   -5094.  ... -12976.5 -13055.  -13126.5],engine_idling
2805,[5918.  6087.5 5347.5 ... 1095.5 1203.5 1259.5],engine_idling
2806,[  818.5   427.    394.  ... -1465.5 -1489.  -1624. ],street_music
2807,[1542.  1316.5 1024.5 ... -369.5 -388.5 -509. ],street_music
2808,[ 2463.5  1776.   1308.5 ... -1161.  -1641.  -1877. ],street_music
2809,[-3697.5 -4109.5 -4388.5 ...  -565.   -701.   -947.5],street_music
2810,[1511.5 1618.  1790.5 ... 2354.5 2329.5 2358.5],street_music
2811,[1372.5 1170.5  840.  ...  671.5 1128.  1141. ],street_music
2812,[ 3490.   3674.5  3894.5 ... -1449.5 -1405.  -1517. ],street_music
2813,[2131.  1465.   932.  ... 2261.5 2247.5 2244.5],street_music
2814,[-1998.5 -1906.5 -1720.5 ... -2721.5 -2353.  -2227. ],street_music
2815,[-6091.5 -6035.5 -5987.5 ...  1329.   1373.   1411. ],street_music
2816,[-9042.5 -9267.  -9174.  ... -3048.  -3090.5 -3310.5],street_music
2817,[1102.   886.   858.5 ...  764.   665.5  582. ],street_music
2818,[  669.5   984.5  1380.  ... -3559.  -3575.  -3578. ],street_music
2819,[  528.    489.    545.  ... -3509.5 -3648.5 -3829.5],street_music
2820,[ 0.   0.   0.  ... -5.  -4.5 -4. ],dog_bark
2821,[1.0000e+00 1.0500e+01 1.8000e+01 ... 3.6445e+03 3.7135e+03 3.7545e+03],dog_bark
2822,[ 1878.5  1728.5  1524.5 ... -1031.  -1207.5 -1374.5],dog_bark
2823,[  0.    0.    0.  ... -15.  -10.5  -3.5],dog_bark
2824,[ 5.000e-01 -5.000e-01  0.000e+00 ...  3.585e+03  3.299e+03  2.919e+03],siren
2825,[-3325. -3661. -3879. ... -5025. -6259. -7403.],siren
2826,[-325. -433. -497. ...  -15.  -83. -163.],siren
2827,[-1037.  -665.  -261. ...  2319.  2289.  2223.],siren
2828,[-213. -265. -289. ... -305. -457. -557.],siren
2829,[2175. 2105. 1999. ...  859.  865.  921.],siren
2830,[-639. -705. -753. ... -601. -453. -313.],siren
2831,[ 927.  961.  961. ... 2399. 2355. 2275.],siren
2832,[-117.   95.  327. ...  998.  935.  877.],siren
2833,[2175. 1991. 1807. ...  353.  367.  351.],siren
2834,[ 825.  797.  769. ...  139.  -35. -197.],siren
2835,[305. 285. 207. ... 699. 743. 803.],siren
2836,[2496. 2067. 1599. ... 1247. 1511. 1683.],siren
2837,[-273. -353. -387. ...  153.   49.  -61.],siren
2838,[ 831.  899.  927. ... 1725. 1689. 1615.],siren
2839,[-153. -243. -275. ... 1247. 1279. 1231.],siren
2840,[1507. 1411. 1273. ... 1679. 1679. 1719.],siren
2841,[1169. 1081.  961. ...  279.  263.  245.],siren
2842,[1763. 1823. 1913. ... 1251. 1183. 1073.],siren
2843,[ 219.  179.  121. ... -933. -953. -953.],siren
2844,[975. 817. 711. ... 127. 143. 143.],siren
2845,[-961. -912. -841. ... 1395. 1409. 1392.],siren
2846,[159. 167. 167. ... 495. 515. 543.],siren
2847,[-8381.  -9160.5 -9712.5 ... -2183.  -1869.  -1473. ],siren
2848,[1359. 1315. 1247. ... -369. -177.   25.],siren
2849,[543. 543. 555. ... 219. 109.   1.],siren
2850,[ 223.  415.  655. ... 1023. 1047. 1063.],siren
2851,[-51. -73. -79. ... 631. 711. 799.],siren
2852,[1081. 1039.  979. ...  239.  -49. -285.],siren
2853,[887. 945. 963. ... 295. 449. 623.],siren
2854,[-523. -743. -961. ... -791. -817. -831.],siren
2855,[ 799. 1007. 1183. ...  487.  847. 1165.],siren
2856,[-847. -849. -825. ...  543.  947. 1329.],siren
2857,[ 1469.  1743.  1935. ... -4409. -4305. -4045.],siren
2858,[ 1807.  1795.  1665. ... -2975. -3755. -4477.],siren
2859,[1757. 2095. 2423. ...  -31.  281.  551.],siren
2860,[-3641. -3079. -2437. ... -2061. -2471. -2767.],siren
2861,[  793.   989.  1069. ... -2919. -2553. -2205.],siren
2862,[-2951. -3049. -3043. ...  5773.  7137.  8305.],siren
2863,[-1785. -1317.  -865. ...   961.  1073.  1181.],siren
2864,[ 9327. 10083. 10631. ...  -264.  -393.  -473.],siren
2865,[1216. 1265. 1241. ... -580. -543. -517.],siren
2866,[-537. -594. -593. ...  167.  243.  319.],siren
2867,[ -490.  -461.  -409. ... -1379. -1477. -1567.],siren
2868,[ 349.  449.  497. ... -841. -749. -689.],siren
2869,[ -967.  -415.   143. ... -1439. -1793. -2063.],siren
2870,[-1539. -1485. -1425. ...   395.   371.   365.],siren
2871,[-633. -633. -647. ...  825.  799.  775.],siren
2872,[ 333.  263.  179. ... -128. -159. -193.],siren
2873,[  735.   689.   651. ... -1331. -1349. -1377.],siren
2874,[-234. -305. -401. ... -401. -385. -373.],siren
2875,[-5081. -5607. -6009. ...   -45.   111.   225.],siren
2876,[-2225. -2307. -2393. ...  1423.  1209.  1009.],siren
2877,[ 247.  263.  287. ...   -9.  -97. -201.],siren
2878,[  829.   641.   455. ... -1949. -1693. -1393.],siren
2879,[  -90.5  -115.5  -150.  ...  -947.5 -1111.  -1233. ],engine_idling
2880,[-195.5 -410.  -564.  ... -287.5 -346.  -396. ],engine_idling
2881,[ -80.5 -136.  -175.  ...  215.   435.5  641.5],jackhammer
2882,[ 1866.   2090.   2206.  ... -3794.5 -3650.  -3609. ],jackhammer
2883,[ 1310.   1311.   1302.  ... -5727.5 -5891.  -5983.5],jackhammer
2884,[-1163.5 -1103.5 -1066.5 ... -5062.5 -4958.  -4735. ],jackhammer
2885,[-578.  -240.   -98.5 ... 5478.  5882.5 5783. ],jackhammer
2886,[ 960.5 1516.5 2175.5 ...  827.   826.   814.5],jackhammer
2887,[ 653.   330.5 -101.  ... 1731.  1948.5 2021. ],jackhammer
2888,[ 1807.5  2104.5  2430.  ... -7531.  -7838.  -7788.5],jackhammer
2889,[ 3081.5  2926.   2810.  ... -3072.  -3509.5 -3960. ],jackhammer
2890,[-1366.  -1393.5 -1443.5 ...  2355.5  2387.5  2318.5],jackhammer
2891,[3575.5 2950.5 2493.5 ... 4351.  4396.5 4406.5],jackhammer
2892,[-4538.5 -4304.  -3893.  ...  -616.   -523.   -568. ],jackhammer
2893,[ -792.   -221.    251.  ... -2115.5 -2295.5 -2372. ],jackhammer
2894,[ 2638.5  2580.5  2702.  ... -3573.  -3712.5 -3824. ],jackhammer
2895,[4516.  4396.5 4249.  ... -118.  -226.5 -211.5],jackhammer
2896,[-2573.  -3554.5 -4299.5 ... -6350.  -5737.  -4485.5],jackhammer
2897,"[-2.3500e+01  1.0000e+00  9.5500e+01 ... -1.4080e+03 -1.6595e+03
 -1.8005e+03]",jackhammer
2898,[228.5 295.  427.5 ... 154.5 138.5 130. ],jackhammer
2899,[  311.5   561.    772.5 ... -4798.5 -4456.  -4132. ],jackhammer
2900,[-2161.  -1939.  -1688.  ...  2719.   3962.   5196.5],jackhammer
2901,[2841.  2957.5 3471.5 ... -963.  -531.   -78. ],jackhammer
2902,[3719.5 4880.  5598.5 ... 5329.5 5116.  4371.5],jackhammer
2903,[9482.  8997.5 8625.5 ... 9192.  8918.  8069. ],jackhammer
2904,[3405.  2694.  2416.5 ... 5197.  5660.5 6225. ],jackhammer
2905,[-2521.  -2484.5 -2389.  ...   774.5   696.5   583.5],jackhammer
2906,[-4251.5 -4223.5 -4052.5 ... -1897.5 -2008.5 -2189.5],jackhammer
2907,[-5106.  -6489.5 -6798.  ... 11540.  10410.   9379.5],jackhammer
2908,[ 1289.    365.5  -617.  ... -2476.5 -2519.5 -2571. ],jackhammer
2909,[3752.  4146.  4612.5 ... 4171.5 4168.  3867. ],jackhammer
2910,[-4082.  -4087.5 -4050.  ... -2782.5 -2856.  -2943.5],jackhammer
2911,[-3815.5 -3487.  -3229.5 ...  1572.5  1996.5  2335.5],jackhammer
2912,[-1727.  -1539.5 -1336.  ...   266.    -14.5  -254.5],jackhammer
2913,[  579.   1472.5  1721.  ... -2332.  -2976.  -3709. ],jackhammer
2914,[-4435.  -5095.  -5681.  ...  -940.5 -1074.5  -851.5],jackhammer
2915,[-1369.  -1127.   -916.  ...   230.5   505.    810. ],jackhammer
2916,[2363.5 2317.5 2291.  ... -761.5 -527.  -325. ],jackhammer
2917,[3844.  3814.5 3807.  ... 3341.5 3773.  4220. ],jackhammer
2918,[ 813.5  487.5  178.  ... -733.5 -520.  -641.5],jackhammer
2919,[ 3815.5  3811.5  3762.5 ... -2971.5 -3233.  -3628.5],jackhammer
2920,[-716.5 -804.  -776.  ...  781.5 1265.  1675. ],jackhammer
2921,[ 4811.   4984.   5152.5 ... -3931.5 -4332.  -4526. ],jackhammer
2922,[1582.  1510.  1427.5 ... -962.5 -711.5 -454.5],jackhammer
2923,[-3339.  -3357.  -3359.5 ... -2229.  -2065.  -1905. ],jackhammer
2924,[ -240.   -339.   -488.5 ...  -720.   -978.  -1284.5],jackhammer
2925,[-1497.5 -1484.  -1443.5 ...  2906.   2972.   3015.5],jackhammer
2926,[ 986.5 1038.5 1086.  ... -664.5  377.5 1603. ],jackhammer
2927,[ 954.5 1059.5 1191.  ... 1265.  1519.  1860.5],jackhammer
2928,[ 870.5  477.5  185.5 ... -222.5 -254.5 -309. ],jackhammer
2929,[-2991.  -3342.5 -3674.5 ...  2792.5  2664.5  2682.5],jackhammer
2930,[-3218.5 -2929.  -2730.  ... -5920.5 -5932.  -5903. ],jackhammer
2931,[-4444.  -4349.  -3901.  ...  1119.    -90.5 -1304. ],jackhammer
2932,[-1290.5 -1115.5  -888.5 ...  -453.   -567.5  -789. ],jackhammer
2933,[-4199.5 -4251.5 -4326.5 ...  -227.   -128.    -94. ],jackhammer
2934,[ 1110.   1177.   1234.  ... -3107.  -3260.  -3344.5],jackhammer
2935,[ 1093.5   943.5   836.  ... -3442.5 -3556.5 -3606. ],jackhammer
2936,[2388.5 1723.5 1187.5 ... 2902.  2764.5 2754.5],jackhammer
2937,[ 721.5  668.   634.5 ... 2647.5 2853.  3025.5],jackhammer
2938,[3318.5 3235.  3175.  ...  487.   250.     3.5],jackhammer
2939,[-1679.5 -1617.  -1654.5 ...  2477.5  2415.5  2306.5],jackhammer
2940,[-5047. -6523. -6624. ...  2109.  2336.  2476.],jackhammer
2941,[-2814.  -2456.  -2025.5 ... -6169.  -6059.5 -5668. ],jackhammer
2942,[4995.5 4287.5 3818.  ... -375.   -80.5  226.5],jackhammer
2943,[ 1279.5  1284.5  1249.  ... -2290.  -2235.  -2213. ],engine_idling
2944,[ -886.5  -815.5  -734.  ...  -810.5 -1638.  -2343. ],drilling
2945,[-4102.  -3915.  -3732.5 ... -2427.5 -1947.5 -1344.5],drilling
2946,[-3056.5 -3849.5 -4672.  ... 15387.5 15749.5 15758. ],drilling
2947,[3705.  3561.5 3684.  ... 7062.5 3904.   560. ],dog_bark
2948,[ 2807.5  -307.  -2942.5 ...  1210.   -193.5  -869. ],dog_bark
2949,[-2493.  -4797.5 -6019.5 ... -3483.5 -2834.5 -1812.5],dog_bark
2950,[  97.5   48.   -72.  ...  -38.5 -133.5 -117.5],gun_shot
2951,[-29.  -27.  -21.5 ...  24.5  17.5 -93. ],gun_shot
2952,[-384.5 -396.  -251.5 ...  102.    81.    37.5],engine_idling
2953,[-88.5 -83.  -26.5 ...  97.  172.5  92. ],engine_idling
2954,[242.  137.5  14.5 ... -65.  187.  208. ],engine_idling
2955,[-153.5 -143.  -283.5 ... -181.  -234.  -321.5],engine_idling
2956,[-218.  -247.5 -122.  ...  174.5    9.    96.5],engine_idling
2957,[-327.5  -78.5  -77.5 ... -189.5 -213.5 -254. ],engine_idling
2958,[ 182.    93.5  156.5 ...   -6.  -188.5 -239.5],engine_idling
2959,[ 71.5 100.   91.5 ... 252.5 167.5  45.5],engine_idling
2960,[ -20.  -117.  -152.  ...  115.5  192.   106. ],engine_idling
2961,[ 45.5  16.  161.  ... 248.5  43.5 170.5],engine_idling
2962,[159.  146.5  47.  ... 318.5 420.  354. ],engine_idling
2963,[ -56.  -215.5  187.  ...  178.5  119.   141. ],engine_idling
2964,[205.5 245.5 344.5 ... 169.5 141.  147.5],engine_idling
2965,[  40.5  -72.5 -105.5 ...   12.  -361.  -393.5],engine_idling
2966,[ 42.  147.5 153.  ... -99.  -89.  -47.5],engine_idling
2967,[-292.5 -469.  -379.5 ...  -10.5  160.   263. ],engine_idling
2968,[282.5 298.  340.5 ... 200.  318.5   9. ],engine_idling
2969,[ 28.  -21.5 -48.5 ...  83.  199.  -26. ],engine_idling
2970,[  621.5   582.    527.5 ... -2379.5 -2374.5 -2413.5],car_horn
2971,[ 1089.   1038.    931.5 ...  1523.5   -54.5 -1346. ],car_horn
2972,[1197.  1336.5 1443.5 ... 1304.5 1255.  1408. ],car_horn
2973,[ 2662.5  1663.5   598.5 ... -2011.5 -3438.  -4355. ],car_horn
2974,[1823.  2216.  2344.5 ...  369.5  576.5  696.5],car_horn
2975,[-5216.5 -5807.  -5756.5 ...    88.5    64.5    39. ],car_horn
2976,[-2483.5 -2525.  -2460.5 ... -1165.  -1047.   -969. ],car_horn
2977,[-2282.5 -3103.5 -4084.  ...  -880.5 -2063.5 -3288.5],car_horn
2978,[ -922.   -922.   -978.  ...  -809.5  -987.  -1155.5],car_horn
2979,[-4455.5 -5489.5 -6249.  ... -2940.  -3100.  -2811.5],car_horn
2980,[-1281.  -1343.5 -1327.5 ...  1458.5  2466.5  3559.5],car_horn
2981,[-2141.5 -1273.5  -340.  ... -3939.  -3603.  -2885.5],car_horn
2982,[4678.  5919.5 7271.5 ...  578.   818.5 1027. ],car_horn
2983,[-1929.5  -916.5   134.  ...  4639.5  4165.   3507. ],car_horn
2984,[2733.5 2372.  2142.  ... 1839.  1409.  1034. ],car_horn
2985,[ 486.   446.   395.5 ... 1587.5 1769.5 2041. ],car_horn
2986,[-151.5 -149.5 -141.  ...   61.5   70.5   74. ],siren
2987,[144.5 175.5 210.  ... -25.    1.   33.5],siren
2988,[ 116.    26.   -80.5 ... -997.5 -834.5 -650. ],siren
2989,[-400.  -379.5 -356.5 ...   84.   119.5  150. ],siren
2990,[-449.  -252.5  -82.  ...  337.   342.5  304.5],siren
2991,[  52.  -164.5 -399.  ...  155.  -298.  -748. ],siren
2992,[ 246.5  209.   188.5 ... -541.5 -489.5 -430. ],siren
2993,[-1127.5 -1433.  -1685.5 ...  1797.   1842.5  1803. ],siren
2994,[-390.  -366.5 -353.  ... 2107.5 2222.5 2266.5],siren
2995,[1701.5 1547.5 1356.5 ...  636.5  894.  1174. ],siren
2996,[2225.  2117.  1953.5 ...  773.5  546.   428. ],siren
2997,[ 1463.5  1708.   1876.  ... -1419.  -1558.  -1626.5],siren
2998,[ 67.   50.   30.  ... 378.  349.5 329. ],siren
2999,[  296.5   117.5   -90.  ...  -447.5 -1116.5 -1643.5],siren
3000,[-1699.5 -1891.  -2157.  ...   800.    865.5   991. ],siren
3001,[-2036.  -2350.  -2603.  ... -1818.  -1853.5 -1832. ],siren
3002,[ 1170.   1374.5  1575.5 ... -2830.5 -2627.5 -2450. ],siren
3003,[-1714.5 -1528.  -1278.  ...  -828.   -787.   -713.5],siren
3004,[-2249.5 -2041.  -1793.5 ... -2098.  -2400.5 -2594. ],siren
3005,[-654.  -621.  -558.  ...  900.5  947.   964. ],siren
3006,[-2670.  -2726.  -2786.5 ...   299.5   145.     40.5],siren
3007,[ 968.5  962.   932.  ... -421.5  122.5  641. ],siren
3008,[ -26.   -84.  -125.  ...  129.5  198.   239. ],siren
3009,[  70.5  110.5  154.  ... -254.  -278.  -279. ],siren
3010,[1133.5 1574.5 1959.5 ...  312.5   99.5 -151.5],siren
3011,[184.  200.  192.5 ... -82.5  78.  279. ],siren
3012,[-411.5 -638.  -807.5 ...  310.5  284.   340.5],siren
3013,[ 534.   782.  1026.5 ...  376.   833.5 1262.5],siren
3014,[  436.    506.    532.  ... -5939.5 -5208.  -4297.5],siren
3015,[1651.5 1979.5 2245.5 ...  840.5  800.5  722.5],siren
3016,[-3161.  -1762.    -92.  ... -3362.5 -2638.5 -1854.5],siren
3017,[ 631.5  513.5  332.  ... 1703.  2179.  2687.5],siren
3018,[-1044.   -261.5   451.5 ...  -580.   -497.5  -402. ],siren
3019,[3166.5 3551.  3852.  ... 3155.  2905.  2583. ],siren
3020,[305.5 267.  222.  ... 172.5 119.   81. ],siren
3021,[ -305.   -177.5   -18.  ... -2438.  -2298.  -2113. ],siren
3022,[ 2256.   1968.   1715.  ... -3404.  -3189.5 -2861. ],siren
3023,[-1931.  -1770.5 -1616.  ... -3005.5 -3127.  -3160.5],siren
3024,[-2441.5 -1965.  -1467.  ... -1109.5  -837.   -448. ],siren
3025,[-3113.  -2990.  -2783.5 ... -8256.  -7163.5 -5929.5],siren
3026,[ -10.5  459.5  998.  ... 1683.5 1122.   383. ],siren
3027,[-4724.5 -3642.  -2745.  ...   519.5   778.5   976. ],siren
3028,[ -440.5 -1268.5 -2014.  ...  2133.5  1822.5  1271.5],siren
3029,[ 1205.   1528.   1973.5 ... -1437.  -2482.5 -3234. ],siren
3030,[ 638.5   26.  -481.  ...  -89.   214.5  457.5],siren
3031,[-263.5 -229.5 -180.  ...  353.5  321.   284.5],siren
3032,[-3820.  -4330.  -4859.5 ... -2743.5 -2133.  -1452.5],siren
3033,[ 681.   894.  1055.5 ... 3478.  4814.  6173. ],siren
3034,[-692.5  165.5 1133.  ... -340.5 -619.5 -754. ],siren
3035,[ 7498.5  8704.   9709.5 ... -6114.  -7846.  -9617.5],siren
3036,[-736.5 -605.5 -414.  ... -705.5  199.  1103. ],siren
3037,[-11261.5 -12611.5 -13576.5 ...    619.     812.     862. ],siren
3038,[ 1934.5  2649.5  3196.5 ... -2683.  -2752.  -2800. ],siren
3039,[ 872.5  891.5  889.  ... 2165.  2495.5 2784.5],siren
3040,[-2858.  -2930.5 -2964.5 ...  1396.    240.5 -1019. ],siren
3041,[3052.  3238.  3321.5 ... -877.5 -444.   153.5],siren
3042,[  45.5    9.5  -31.5 ... 1172.  1286.  1365. ],siren
3043,[-2371.  -3690.5 -4836.5 ... -2369.  -2358.  -2369. ],siren
3044,[  858.   1689.   2594.  ... -4385.5 -3932.  -3399. ],siren
3045,[-2383.5 -2289.  -2129.5 ... -2401.5 -1785.5 -1158.5],siren
3046,[-2834.5 -2243.5 -1618.5 ...   -50.   -955.  -1811.5],siren
3047,[ -530.5    99.    701.  ... -4665.  -4690.5 -4744.5],siren
3048,[-2646.  -3443.5 -4131.5 ...  -536.   -297.   -107. ],siren
3049,[-4795.  -4800.5 -4752.5 ...  3345.   3739.   3914. ],siren
3050,[  -30.5   -54.   -127.5 ... -1862.  -1580.5 -1248. ],siren
3051,[ 3869.5  3668.5  3438.  ...   -40.   -905.5 -1735. ],siren
3052,[-874.5 -441.5   48.5 ...  801.5 1553.5 2188.5],siren
3053,[239.5 188.5 132.5 ...  30.   95.  109. ],siren
3054,[-2521.  -3233.5 -3843.  ... -3054.5 -3465.5 -3927. ],siren
3055,[ 2799.5  3429.5  4015.  ... -1891.5 -1616.  -1420.5],siren
3056,[-4315.  -4517.5 -4536.5 ... -1268.5 -1404.5 -1478. ],siren
3057,[-1342.5 -1290.  -1172.5 ...  -890.   -971.5 -1059. ],siren
3058,[-1486.  -1402.  -1223.5 ... -5166.  -4850.  -4469.5],siren
3059,[-1192.5 -1378.  -1605.  ...  1662.5  1579.5  1489.5],siren
3060,[-4036.5 -3578.  -3083.5 ...   511.   -103.5  -662. ],siren
3061,[ 1331.   1073.    744.5 ... -1271.  -1135.5  -991.5],siren
3062,[-1120.  -1513.5 -1877.  ...   735.5  -366.  -1427.5],siren
3063,[-872.  -801.  -788.5 ... 2658.5 2287.  1887.5],siren
3064,[1416.  1449.  1464.5 ...  334.5  275.   199. ],siren
3065,[-2406.  -3316.  -4103.5 ...  3176.5  3300.5  3324. ],siren
3066,[ 1468.   1045.    650.  ... -1844.  -1345.5  -795. ],siren
3067,[ 3295.5  3194.5  2977.5 ... -4710.5 -4090.5 -3432.5],siren
3068,[ -208.5   406.   1012.5 ... -5355.5 -4510.5 -3527.5],siren
3069,[-2794.5 -2185.  -1612.5 ... -1111.  -1018.   -817. ],siren
3070,[-2448.  -1297.5   -93.5 ...   775.    901.    907.5],siren
3071,[ -532.5  -214.     73.  ... -3139.  -3408.  -3608. ],siren
3072,[ 769.5  519.   218.  ... 2511.  2462.  2354.5],siren
3073,[-3729.5 -3753.  -3692.5 ... -2922.  -2921.5 -2554. ],siren
3074,[2198.5 1939.  1540.5 ... -734.  -519.  -144.5],siren
3075,[  71.5    4.5  -63.5 ... -304.  -350.5 -391. ],siren
3076,[-1887.5 -1106.   -386.5 ...  1396.    684.5  -165. ],siren
3077,[ 329.5  796.5 1191.5 ... 3043.  2649.5 2097. ],siren
3078,[-1099.5 -2038.  -2961.  ... -1398.  -1485.  -1475. ],siren
3079,[1400.5  642.   -59.  ...  104.5   81.    82.5],siren
3080,[-1348.5 -1123.5  -843.  ...  -909.   -844.   -767. ],siren
3081,[ 80.   40.  -51.5 ... 828.5 855.5 854. ],siren
3082,[-675.  -569.  -460.  ...  165.   201.5  231.5],siren
3083,[ 821.   763.   685.  ... 1037.5  904.5  716.5],siren
3084,[249.  258.  253.  ... -12.   -3.5   6.5],siren
3085,[503.5 286.5  87.  ...  17.   13.    6. ],siren
3086,[   79.5    77.5    73.  ... -5316.5 -4982.  -7169.5],drilling
3087,[  690.     25.5  6924.  ...  1225.5 -2285.5 -3380. ],drilling
3088,[   97.5 -3003.5 -2893.  ...   668.  -1845.  -2318.5],drilling
3089,[ 2104.5   732.5 -1725.5 ...  -377.   1097.5 -1253.5],drilling
3090,[3260.5 5080.5 1460.5 ...  185.5  -60.  -149.5],drilling
3091,[-8195.  -3569.    477.5 ...  4036.5  4532.   1836. ],drilling
3092,[  843.5   459.5   696.  ...  2189.   -812.  -1669.5],drilling
3093,[ 1419.   7067.5 11164.5 ... -2519.5  2980.5  2442.5],drilling
3094,[  -240.    4446.    4878.5 ... -11133.5  -2627.5    729.5],drilling
3095,[-3477.  -2991.5  2266.  ...  5397.   7205.5  4450.5],drilling
3096,[ 1099.  -3278.  -7584.5 ...  -368.5  2288.   2034.5],drilling
3097,[  945.5 -1444.  -2250.5 ... -1402.     24.  -1178.5],drilling
3098,[1221.  4148.  2769.  ...  339.  -468.5 -741.5],drilling
3099,[ 40.   45.   79.  ... 203.  206.5 208. ],gun_shot
3100,[   0.   56.   58. ... -190. -249. -249.],gun_shot
3101,[-69.5 -62.  -54.  ... -61.5 -70.5 -92. ],gun_shot
3102,[-2223.  -2248.5 -2169.  ... -1425.  -1376.  -1218.5],jackhammer
3103,[ 4281.   4287.   4254.5 ... -1281.5 -1282.5 -1245. ],jackhammer
3104,[1511.  1151.5 1394.5 ... 2980.5 2835.  2497. ],jackhammer
3105,[-1208.5 -1571.5  -554.5 ... -1087.5 -1309.  -1466.5],jackhammer
3106,[-312.  -418.5 -454.  ... -416.5 -468.5 -499.5],jackhammer
3107,[ 1318.   1231.5  1028.  ... -1292.5 -1188.5  -915. ],jackhammer
3108,[130.5 137.5 145.5 ...  35.5  71.   37.5],gun_shot
3109,[ -1.5  55.  -22.5 ... 155.5 181.  149. ],gun_shot
3110,[339.  485.  630.5 ...  64.5  52.5  52.5],gun_shot
3111,[ 278.   313.   316.5 ... -104.  -127.  -146.5],gun_shot
3112,[192.5 250.5 211.5 ... 102.5  68.   49.5],gun_shot
3113,[536.  485.5 425.  ...  38.   34.   10. ],gun_shot
3114,[  442.    155.5  -140.5 ... -1014.5 -1103.5 -1177. ],siren
3115,[272.  234.  179.  ... 175.5 428.5 817.5],car_horn
3116,[3392.  3850.  3931.5 ... 1029.5  507.5  340.5],car_horn
3117,[ 1610.   2127.5  1877.5 ... -2417.5 -3239.5 -3920.5],car_horn
3118,[ 2732.5  3423.   3771.5 ... -2934.5 -2765.  -2151. ],car_horn
3119,[5173.  5144.5 5234.  ... 2143.5 1967.  1887. ],engine_idling
3120,[3076.  3105.5 3127.  ... -263.5 -176.5 -163. ],engine_idling
3121,[ 3341.   3409.5  3369.  ... -8564.5 -8651.5 -8716.5],engine_idling
3122,[-5780.5 -5791.  -5806.  ... -1222.  -1250.5 -1254.5],engine_idling
3123,[ 336.   412.   427.  ... 1427.  1366.  1358.5],engine_idling
3124,[-2783.5 -2819.5 -2849.5 ... -2588.  -2585.  -2573. ],engine_idling
3125,[1374.  1374.  1391.5 ...  126.5  169.5  209.5],engine_idling
3126,[-2574.5 -2578.  -2570.5 ... -1956.  -1956.5 -1999. ],engine_idling
3127,[871.  886.5 877.  ... 362.  325.  272. ],car_horn
3128,[-85.5 -92.  -96.  ... 226.  178.5 123. ],car_horn
3129,[-441.  -435.5 -434.  ...  394.5  467.5  537. ],car_horn
3130,[-332.5 -342.  -338.5 ...  320.5  175.5  214. ],dog_bark
3131,[ -41.5  -76.5 -107.  ...  273.   505.5  625. ],dog_bark
3132,[  446.5  -506.5 -1268.5 ...  -830.5 -1708.  -2452. ],dog_bark
3133,[-1802.5 -2019.  -1573.5 ... -1220.  -2174.5 -2526. ],dog_bark
3134,[  83.    35.5  -63.5 ... -452.  -186.   120. ],dog_bark
3135,[  187.  -161.  -124. ... -1445. -1247.  -640.],dog_bark
3136,[ -198.    208.    719.  ... -2339.5 -1336.   -838.5],dog_bark
3137,[ 606.   840.   651.5 ... 1743.5 2252.  2438.5],dog_bark
3138,[7457.  8679.  8678.5 ... -957.  -425.5 -132.5],street_music
3139,[-6919.  -7232.5 -7674.  ... -2311.5 -3125.5 -5049.5],street_music
3140,[ -807.5 -2226.  -3770.5 ...  1498.    301.    499.5],street_music
3141,[  1623.    2411.5   2411.5 ... -12712.  -13555.  -14587. ],street_music
3142,[-14588.  -15338.5 -15602.  ...   7881.5   8524.5   8626. ],street_music
3143,[-16424.5 -16816.  -16901.  ...   4615.    5536.5   6188. ],street_music
3144,[ 25.  -17.5 -43.  ...   1.5  -0.5   0. ],drilling
3145,[  0.5  -0.5   0.  ... -58.5 -57.  -66.5],drilling
3146,[1538.  1602.5 1646.  ...  690.   675.   668. ],car_horn
3147,[  -5.   -42.5 -118.  ...  613.   565.5  475.5],children_playing
3148,[ 362.5  234.   118.  ...   69.5  -41.5 -216. ],children_playing
3149,[-709.  -414.5  -22.  ... 1725.5 1629.  1548. ],children_playing
3150,[-427.5 -653.5 -845.5 ... 2144.  1986.  1785. ],children_playing
3151,[1443.  1304.  1147.  ... 3094.5 3398.5 3511.5],children_playing
3152,[3413.  3113.5 2627.5 ...  408.   391.5  381.5],children_playing
3153,[-870.5 -590.  -282.5 ... -251.  -207.5 -170.5],children_playing
3154,[-25.  -22.  -18.  ... 173.5 194.  213. ],dog_bark
3155,[-194.5 -196.  -195.5 ...  -11.   -11.    -9.5],dog_bark
3156,[ 3.5  6.   7.5 ... 18.5 22.  27. ],dog_bark
3157,[19.5 16.5 14.5 ...  7.  15.  17.5],dog_bark
3158,[133.5 141.  148.  ...  11.5  10.   11. ],dog_bark
3159,[4853.5 4835.  4506.5 ...   77.5   78.5   80. ],dog_bark
3160,"[ 6.0400e+03  5.6720e+03  5.2025e+03 ... -1.5000e+00  4.5000e+00
  8.0000e+00]",dog_bark
